id,category,sentence
3101,concepts,"From a financial perspective, The European Central Bank sets monetary policy for the euro area."
3102,comparative,"The return on a treasury bill comes from the discount between the purchase price and face value, while the return on a preferred stock comes from fixed or floating dividends."
3103,comparative,"A call option is a derivative, whereas a certificate of deposit is a time deposit."
3104,calculations,"The present value of 33,000 euros received in 2 years, discounted at 4% per year, is about 30,510.36 euros."
3105,calculations,"If revenue changes from 8,100 to 6,785 thousand dollars, the percentage change is -16.2%."
3106,calculations,"A bond with a face value of 1,000 pounds, a 6% annual coupon, and a price of 1,070 pounds has a current yield of about 5.61%. The bond trades at a premium."
3107,calculations,"A bond with a face value of 1,000 euros, a 4% annual coupon, and a price of 955 euros has a current yield of about 4.19%. The bond trades at a discount."
3108,calculations,"A company with net income of 29,400,000 pounds and average equity of 352,200,000 pounds has a return on equity of 8.3%."
3109,ratios,Analysts use the asset turnover to assess how effectively a company uses its assets to generate sales.
3110,calculations,"A company with current assets of 2,130 thousand pounds and current liabilities of 350 thousand pounds has a current ratio of 6.09."
3111,calculations,"If a 2% coupon bond with a 1,000 dollars face value trades at 980 dollars, its current yield is approximately 2.04%. The bond trades at a discount."
3112,calculations,"If revenue changes from 750 to 816 thousand pounds, the percentage change is +8.8%."
3113,calculations,Net income of 927 million dollars divided by 35 million shares gives earnings per share of 26.49 dollars.
3114,concepts,"In finance, a share buyback reduces the number of shares outstanding."
3115,ratios,"The quick ratio is calculated as current assets minus inventories, divided by current liabilities."
3116,instruments,A key feature of a certificate of deposit is that it may be covered by a deposit guarantee scheme up to a legal limit.
3117,concepts,"In finance, quantitative easing involves a central bank buying financial assets to increase the money supply."
3118,calculations,"The present value of 57,000 euros received in 13 years, discounted at 8% per year, is about 20,958.78 euros."
3119,comparative,"The return on a common stock comes from dividends and capital gains, while the return on a put option comes from payoff when the underlying price falls below the strike price."
3120,comparative,"A zero-coupon bond is a debt security, whereas a money market fund is a pooled investment vehicle."
3121,comparative,"A certificate of deposit is a time deposit, whereas a convertible bond is a hybrid security."
3122,calculations,"A bond with a face value of 1,000 dollars, a 4% annual coupon, and a price of 1,095 dollars has a current yield of about 3.65%. The bond trades at a premium."
3123,comparative,"The return on a forward contract comes from gains or losses at settlement, while the return on a mutual fund comes from distributions and changes in net asset value."
3124,calculations,"If earnings per share are 2.06 dollars and the share price is 13 dollars, the P/E ratio is approximately 6.3."
3125,calculations,Net income of 531 million dollars divided by 82 million shares gives earnings per share of 6.48 dollars.
3126,comparative,"A mutual fund is a pooled investment vehicle, whereas a futures contract is a derivative."
3127,calculations,"With a nominal return of 10% and inflation of 1%, the real return is about 8.91% using the exact Fisher relation."
3128,ratios,The interest coverage ratio belongs to the family of solvency metrics.
3129,calculations,"The future value of 1,000 euros invested for 23 years at a 7% annual rate, compounded yearly, is about 4,740.53 euros."
3130,calculations,"The monthly payment on a 5-year amortizing loan of 20,000 pounds at 4% annual interest is approximately 368.33 pounds."
3131,calculations,"Simple interest on 17,500 euros at 5% for 5 years amounts to 4,375.00 euros."
3132,comparative,"A certificate of deposit is a time deposit, whereas a real estate investment trust is a pooled investment vehicle."
3133,calculations,An annual dividend of 5.09 euros on a share priced at 225 euros gives a dividend yield of 2.26%.
3134,calculations,"The monthly payment on a 15-year amortizing loan of 80,000 dollars at 2% annual interest is approximately 514.81 dollars."
3135,concepts,"From a financial perspective, counterparty risk is the risk that the other party in a transaction defaults on its obligations."
3136,comparative,"A real estate investment trust is a pooled investment vehicle, whereas a forward contract is a derivative."
3137,calculations,"If revenue changes from 7,200 to 4,686 thousand dollars, the percentage change is -34.9%."
3138,calculations,"At a simple interest rate of 6% per year, a principal of 3,000 euros earns 1,620.00 euros in interest over 9 years."
3139,calculations,"The monthly payment on a 10-year amortizing loan of 235,000 dollars at 4% annual interest is approximately 2,379.26 dollars."
3140,comparative,"A mortgage-backed security is an asset-backed security, whereas a mutual fund is a pooled investment vehicle."
3141,calculations,"A company with net income of 41,700,000 dollars and average equity of 284,200,000 dollars has a return on equity of 14.7%."
3142,calculations,"A bond with a face value of 1,000 pounds, a 3% annual coupon, and a price of 900 pounds has a current yield of about 3.33%. The bond trades at a discount."
3143,calculations,"A company with 404 million shares outstanding at a price of 46.56 dollars has a market capitalization of about 18,810.2 million dollars."
3144,calculations,"A company with net income of 33,300,000 dollars and average equity of 244,700,000 dollars has a return on equity of 13.6%."
3145,instruments,"Regarding the mortgage-backed security, its cash flows depend on the payments made by the underlying mortgage borrowers."
3146,concepts,"In finance, a bond trading above its face value is said to trade at a premium."
3147,instruments,"Regarding the put option, a protective put combines a long stock position with a long put."
3148,calculations,"An asset whose price moves from 7,350 to 7,349 pounds has a return of -0.0%, excluding income."
3149,ratios,"In financial statement analysis, the return on assets, defined as net income divided by average total assets, indicates how efficiently a company uses its assets to generate profit."
3150,calculations,"The future value of 28,500 euros invested for 30 years at a 1% annual rate, compounded yearly, is about 38,413.69 euros."
3151,instruments,Investors in a certificate of deposit face low risk.
3152,comparative,"The return on a government bond comes from periodic coupon payments, while the return on a certificate of deposit comes from fixed interest."
3153,calculations,"With annual compounding at 3%, 47,500 euros becomes approximately 105,511.23 euros in 27 years."
3154,calculations,"A company with 951 million shares outstanding at a price of 495.28 dollars has a market capitalization of about 471,011.3 million dollars."
